"FAC_CODE","FAC_NAME","FAC_DESCRIPTION","US","CA","UK","FR","BE","NL","GE","SE","CZ","IT","Cat_Ix","SCat_Ix","Date of last change","DIGEST Status","Source of Proposed Change","Approval Notes","Report Number","Change History","Justification","Comments","Equivalence_FC","Equivalence_AC","Equivalence_AV","US Comments","CA Comments","UK Comments","FR Comments","BE Comments","NL Comments","GE Comments","SE Comments","CZ Comments","IT Comments"
"ZC040","US-Magnetic Disturbance Area  UK-Local Magnetic Anomaly","A localized anomaly in the Earth's magnetic field.",,,,,,,,,,,"Z","ZC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZC050","Isogonic Lines","Lines connecting points of equal magnetic variation.",,,,,,,,,,,"Z","ZC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZC051","Magnetic Pole","Either of the two places on the Earth's surface where the magnetic dip is 90 degrees.",,,,,,,,,,,"Z","ZC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZD001","Network","A system of inter-connected real world objects of the same type or directly related types.",,,,,,,,,,,"Z","ZD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZD003","Artifact Location","An indicator which identifies incomplete or illogical data at a specific location (node), used for data processing only.",,,,,,,,,,,"Z","ZD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZD012","Geographic Information Location","A location where geographic information or statistics may apply.",,,,,,,,,,,"Z","ZD",2003/10/21 13:46:49,0,"WP","FaAD PT 21 Oct 2003","2.2","Replaced ""Point"" in name with ""Location""","Remove reference to a specific delineation.","Location covers the concept of point, line and area.",,,,,,,,,,,,,
"ZD013","Geographic Information Area","A location where geographic information or statistics may apply.",1,,1,,,,3,3,3,,"Z","ZD",2003/10/21 13:50:56,7,"US",,"WDR","New Feature","Feature Level Data Base (FACS Migration)",,,,,"Compliments ZD012 Geographic Information Point which already exists, is used, and can't be modified.  An alternative would be to reject ZD013 and ZD014 and create a new generic Geographic Information Feature leaving the delineation to the geometry.",,,,,,"See SE Comment.","PROPOSED MODIFICATION – ZD014, ZD013 has the same definition. It seems that the two proposed features are  identical but with  different geometry type (Area feature, Line Feature).  I think one feature is enough.",,
"ZD014","Geographic Information Line","A location where geographic information or statistics may apply.",1,,1,,,,3,3,3,,"Z","ZD",2003/10/21 13:50:55,7,"US",,"WDR","New Feature","Feature Level Data Base (FACS Migration)",,,,,"Compliments ZD012 Geographic Information Point which already exists, is used, and can't be modified.  An alternative would be to reject ZD013 and ZD014 and create a new generic Geographic Information Feature leaving the delineation to the geometry.",,,,,,"See SE comment.","PROPOSED MODIFICATION – ZD014, ZD013 has the same definition. It seems that the two proposed features are  identical but with  different geometry type (Area feature, Line Feature).  I think one feature is enough.",,
"ZD015","Point of Change","The location/position on a linear feature where the characteristics of the feature change significantly.",,,,,,,,,,,"Z","ZD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZD019","General Miscellaneous Feature","Any feature deemed important for a particular mission or user and which is not covered by any other feature coding in this catalog.",,,,,,,,,,,"Z","ZD",2002/09/05 0:00:00,0,"US","FWP 09","2.2","New Feature","Required for Littoral Warfare Data.  Needed by FFD and DTOP",,,,,,,,,,,,,,
"ZD020","Void Collection Area ","An area lacking suitable source coverage, or where data is not required.",,,,,,,,,,,"Z","ZD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZD022","Homogeneous Aggregate Feature","Two or more like features which are represented as one contiguous aggregate feature: where individual features Included within the aggregate may or may not meet inclusion conditions to be delineated individually.",,,,,,,,,,,"Z","ZD",2001/12/17 9:30:34,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: Yes, in principle – if (by means of examples) it is clarified what is actually meant. 
US: Since this was to be a direct port of a US FACS feature, it will be best to keep as a US National rather then modify it, we need an exact match.",,,,,,,,,,,,,
"ZD040","Named Location ","A geographic place on the earth, not normally appearing as a feature on a map, but having a name that is required to be placed on a map.",,,,,,,,,,,"Z","ZD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZD045","Text Description ","An area in which a characteristic or an activity pertaining to the area can be described and possibly labeled on a product if deemed important at the time the product is being produced.",,,,,,,,,,,"Z","ZD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZD050","Survey Area","An area within which a uniform assessment of the reliability of source survey information exists.",,,,,,,,,,,"Z","ZD",2002/09/09 0:00:00,2,"UH",,"AML","New Feature","Requested by UK to support their development of the Additional Military Layers (AML) Products.",,,,,,,,,,,,,,
"ZD060","Vertical Datum Shift Area","An area within which a uniform shift exists between a specific vertical datum and the datum of the data within the area.",,,,,,,,,,,"Z","ZD",2002/09/09 0:00:00,2,"UH",,"AML","New Feature","Requested by UK to support their development of the Additional Military Layers (AML) Products.",,,,,,,,,,,,,,
"ZEXXX","Feature Place Holder ZE","Place Holder - ZE",,,,,,,,,,,"Z","ZE",1998/06/24 0:00:00,19,"US",,"N/A","National Feature",,,,,,,,,,,,,,,
"ZM001","General Metadata Object","A generic area to which metadata attributes apply and which is not covered by any other feature code.  (See also ZM002 - ZM014)",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","There are S-57 metadata attributes which apply not to a particular feature but rather to a specific geographic region.  Therefore a generic ""Meta Object"", to use the S-57 terminology, is needed to support these attributes.","UK: Still thinking about metadata objects in general!  ??????????
CZ: Should ""metadata features"" be mixed with real world features in FACC? Let's have in mind the goals of FACC (DIGEST Part 1)  Metadata should be metadata (or exceptionally attributes) but not features.  
What about consulting with the Metadata WG and ISO/TC 211 Geographic information - Part 15: Metadata?
US: The idea behind adding metadata features was to provide an area delineation within the datasets of where a particular metadata attribute applies and is constant.  Currently we can only apply metadata characteristics to an entire coverage/library (normally in the DQ layer).  What if the nature of the metadata changes within the same layer/coverage?  This solution was thought better than adding a suite of metadata attributes to each and every feature within the library.   As for the Metadata working group coming up with something - they passed it back to us to find a solution.
GE: ???  (Still thinking). It should be taken into consideration that this new subcategory includes features that do not fit in with the FACC landscape at all („FACC provides a means for encoding real world entities or objects for the purpose of an orderly exchange of digital geospatial information between organizations“).  We suggest to retain the S-57 terminology and call the new sub-category „meta objects“ rather than „meta data“.
IT:  NO  IT opinion is that Metadata features do not belong to FACC which “..provide means for encoding real world entities or objects..”. It could be a good idea consult with Metadata WG and ISO/TC211 Geographic Information - Part 15 Metadata.",,,,,,,,,,,,,
"ZM002","Accuracy Metadata Object","An area within which the best estimate of the overall accuracy of the data is uniform.  The overall accuracy takes into account for example the source accuracy, chart scale, digitizing accuracy etc.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_ACCY to FACC.","US: Accuracy as specified for S-57 Object M_ACCY
UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM003","Compilation Scale of Source Metadata Object","An area within which the data was originally compiled at a uniform scale.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_CSCL to FACC.","US: Compilation Scale of Source as specified for S-57 Object M_CSCL
UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM004","Coverage Metadata Object","A geographical area that describes the coverage and extent of spatial objects.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_COVR to FACC.
Coverage as specified for S-57 Object M_COVR","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM005","Horizontal Datum of Data Metadata Object","An area of uniform horizontal datum.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_HDAT to FACC.
Horizontal Datum of Data as specified for S-57 Object M_HDAT","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM006","Horizontal Datum Shift Parameters Metadata Object","An area within which a uniform shift exists between a specific geodetic datum and the datum of the data within this area.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_HOPA to FACC.
Horizontal Datum Shift Parameters as specified for S-57 Object M_HOPA","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM007","Nautical Publication Information Metadata Object","Used to relate additional nautical information or publications to the data.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_NPUB to FACC.
Nautical Publication Information as specified for S-57 Object M_NPUB","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM008","Navigational System of Marks Metadata Object","An area within which a specific system of navigational marks applies and/or a common direction of buoyage.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_NSYS to FACC.
Navigational System of Marks as specified for S-57 Object M_NSYS","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM009","Production Information Metadata Object","An area within which uniform data production parameters apply.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_PROD to FACC.
Production Information as specified for S-57 Object M_PROD","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM010","Quality of Data Metadata Object","An area within which a uniform assessment of the quality of the data exists.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_QUAL to FACC.
Quality of Data as specified for S-57 Object M_QUAL","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM011","Sounding Datum Metadata Object","An area of uniform sounding data.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_SDAT to FACC.
Sounding Datum as specified for S-57 Object M_SDAT","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM012","Survey Reliability Metadata Object","An area within which a uniform assessment of the reliability of source survey information exists.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_SREL to FACC.
Survey Reliability as specified for S-57 Object M_SREL","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM013","Units of Measurement of Data  Metadata Object","An area of uniform units of depth and/or height measurement.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_UNIT to FACC.
Units of Measurement of Data as specified for S-57 Object M_UNIT","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM014","Vertical Datum of Data Metadata Object","An area of uniform vertical datum.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object M_VDAT to FACC.
 Vertical Datum of Data as specified for S-57 Object M_VDAT","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM015","Tidal Stream - Harmonic Prediction Metadata Object","Predicted tidal stream rates calculated using parameters and an appropriate harmonic calculation algorithm.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object TS_PRH to FACC.
Tidal Stream - Harmonic Prediction  as specified for S-57 Object TS_PRH","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM016","Tidal Stream - Non-Harmonic Prediction Metadata Object","Predicted tidal stream rates calculated using time and rate differences with respect with a reference station and associated tidal stream predictions.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object TS_PNH to FACC.
Tidal Stream - Non-Harmonic Prediction  as specified for S-57 Object TS_PNH","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM017","Tide - Harmonic Prediction Metadata Object","Predicted tidal heights calculated using parameters and an appropriate harmonic calculation algorithm.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object TS_HMON to FACC.
Tidal Stream - Harmonic Prediction  as specified for S-57 Object TS_HMON","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
"ZM018","Tide - Non-Harmonic Prediction Metadata Object","Predicted tidal heights calculated using time and rate differences with respect with a reference station and associated tidal predictions.",,,,,,,,,,,"Z","ZM",1999/05/20 0:00:00,52,"IH",,"S57","National Feature","To permit mapping S-57 Meta-Object TS_NHMN to FACC.
Tidal Stream - Harmonic Prediction  as specified for S-57 Object TS_NHMN","UK: see ZM001
CZ: see ZM001
US: see ZM001
GE: see ZM001
IT: see ZM001",,,,,,,,,,,,,
