"ATT_CODE","DIGEST Status","US","CA","UK","FR","BE","NL","GE","SE","CZ","IT","ATT_NAME","ATT_DESCRIPTION","ATT_TYPE","ATT_FORMAT","ATT_LENGTH","MIN_VAL","MAX_VAL","Date of last change","Source of Proposed Change","Approval Notes","Report Number","Change History","Justification","Comments","US Comments","CA Comments","UK Comments","FR Comments","BE Comments","NL Comments","GE Comments","SE Comments","CZ Comments","IT Comments"
"VEC",0,,,,,,,,,,,"Vehicle Capacity (Number of Vehicles)","Number of vehicles that a feature can accommodate.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VEG",0,,,,,,,,,,,"Vegetation Characteristics","Type of plant or plantings.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"UH",,"2.0",,"Add s to characteristic.  Buckley NIMA/IPS",,,,,,,,,,,
"VEM",0,,,,,,,,,,,"Quality of Vertical Measurement","Qualifiers of the various values of vertical measurement.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VGT",0,,,,,,,,,,,"Volcanic Geologic Type","The type of geologic formation created by volcanic activity.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,"Gives landform types associated with volcanic activity.  Used on all topographic products, and drives symbol symbolization.
","Gives landform types associated with volcanic activity.  Used on all topographic products, and drives",,,,,,,,,,
"VH1",0,,,,,,,,,,,"Predominant Vegetation Height Range (1)","Range of predominant height (in meters) of vegetation within delineated area of feature (First Range).","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,,,"2.0",,,"VH1  US proposal.
UK request discussion on this proposal.
IT suggests to use a unique value range for incorporate VH1, VH2 and VH3, wishes to discuss this proposal  in the WP.",,,,,,,,,,
"VH2",0,,,,,,,,,,,"Predominant Vegetation Height Range (2)","Range of predominant height (in meters) of vegetation within delineated area of feature (Second Range).","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VH3",0,,,,,,,,,,,"Predominant Vegetation Height Range (3)","A range of predominant height (in meters) of vegetation within delineated area of feature (Third Range).","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,"Required for terrain analysis and DTOP.","Required for terrain analysis and DTOP.
UK: request discussion on this proposal.
IT suggests to use a unique value range for incorporate VH1, VH2 and VH3, wishes to discuss this proposal  in the WP.",,,,,,,,,,
"VIS",0,,,,,,,,,,,"Visibility of Light","Encodes the specific visibility of light.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VOI",0,,,,,,,,,,,"Vertical Obstruction Identifier","Identification code that uniquely identifies a feature that is a vertical obstruction to low-level flight.  (1-2 First two characters of NA4 - Country Code; 3-6 World Aeronautical Chart (WAC) Identifier; 7-10 Unique Obstruction Identification Number; 11 Producer Code)","Text","ASCII Text",11,,,1998/06/24 0:00:00,"US",,"2.0A",,"Required for vertical obstruction data.","Required for vertical obstruction data.
VO1  US proposal.  
UK concur, but seek confirmation of the max characters value.
IT concur, but seeks confirmation of the max characters value.",,,,,,,,,,
"VOL",0,,,,,,,,,,,"Volume","Volume/Occupancy Level.  This descriptor has multiple meanings/applications: Size or capacity of industry, amount of activity, or vehicle traffic (i.e., numbers of automobiles/trucks, aircraft, RR cars, ships, etc).","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: No The definition is not clear enough.  Does it mean “Stage of development“, e.g. of a state, a region ?
US: Modified definition to clarify scope of attribute.",,,,,,,,,,
"VPH",0,,,,,,,,,,,"Runway High End PAPI Lights","The availability of Precision Approach Path Indicator (PAPI) lights at the high end of the runway.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"VPL",0,,,,,,,,,,,"Runway Low End PAPI Lights","The availability of Precision Approach Path Indicator (PAPI) lights at the low end of the runway.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"VRC",0,,,,,,,,,,,"Vegetation Roughness Category","An indexed value indicating the roughness of vegetation.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VRF",0,,,,,,,,,,,"Visual Reflector Status","Indicates the presence or absence of a visual reflector on a buoy, beacon, etc.","Coded","Short Integer",1,0.00,999.00,1999/05/20 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Needed to support mapping S-57 to FACC.","UK: YES
GE: YES",,,,,,,,,,
"VRR",0,,,,,,,,,,,"Vertical Reference Category","Relative location referenced to sounding datum, unless otherwise indicated.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VSH",0,,,,,,,,,,,"Runway High End VASI Lights","The availability of Visual Approach Slope Indicator (VASI) lights of the high end of the runway","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"VSL",0,,,,,,,,,,,"Runway Low End VASI Lights","The availability of Visual Approach Slope Indicator (VASI) lights at the low end of the runway.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"WCC",0,,,,,,,,,,,"Watercourse Channel Type","The type of trough-like depression that is normally occupied by a watercourse.","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Created in order to harmonise FACC with EDCS and suggested by SEDRIS.  Based on ECDS: EA WATERCOURSE_CHANNEL_TYPE",,,,,,,,,,,
"WCD",0,,,,,,,,,,,"Water Column Density","The density of the water column expressed as Sigma-t in kg/m3","Numeric","Floating Point",1,,,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","NAVOCEANO MSDS Concept FACC proposal","GE: Yes, but the definition should be more detailed.",,,,,,,,,,
"WCF",0,,,,,,,,,,,"Water Column Forel Color Code","The forel field is a two-digit code representing values that were originally entered as a text field.  The text description refers to the appearance of the color of the immersed Secchi disk when compared to a standard (the forel-ule chromatic scale which is a set of tubes with water of standard color value)","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","NAVOCEANO MSDS Concept FACC proposal","GE: Yes",,,,,,,,,,
"WCQ",0,,,,,,,,,,,"Water Column Visibility Quality","Average Secchi depth in metres.","Numeric","Floating Point",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","NAVOCEANO MSDS Concept FACC proposal","GE: Yes",,,,,,,,,,
"WCS",0,,,,,,,,,,,"Water Column Salinity","Salinity Value","Numeric","Floating Point",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","NAVOCEANO MSDS Concept FACC proposal","GE: Yes",,,,,,,,,,
"WCT",0,,,,,,,,,,,"Water Column Temperature","Temperature in Degrees Celsius.","Numeric","Floating Point",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","NAVOCEANO MSDS Concept FACC proposal","GE: Yes",,,,,,,,,,
"WCV",0,,,,,,,,,,,"Water Column Sound Velocity","Sound speed velocity (M/s)","Numeric","Floating Point",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","NAVOCEANO MSDS Concept FACC proposal","GE: Yes",,,,,,,,,,
"WCZ",0,,,,,,,,,,,"Water Column Depth","Depth in metres.","Numeric","Floating Point",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","NAVOCEANO MSDS Concept FACC proposal","GE: Yes",,,,,,,,,,
"WD1",0,,,,,,,,,,,"Minimum Traveled Way Width","Minimum width of the traveled way, excluding hard pavements and shoulders (in decimetres).","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WD2",0,,,,,,,,,,,"Total Usable Width","Total usable width including pavements and hard shoulders (in decimetres).","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WD3",0,,,,,,,,,,,"Military Gap Width","The minimum horizontal bridging distance between banks (in decimetres).","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WD4",0,,,,,,,,,,,"Wet Gap Width","The wet gap width at low tide (in meters).","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WD5",0,,,,,,,,,,,"Width Top","The width at the top of a feature (in meters).","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WD6",0,,,,,,,,,,,"Width Bottom","The width at the bottom of a feature (in meters).","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WDA",0,,,,,,,,,,,"Water Depth Average","The average water depth (in meters).","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WDT",0,,,,,,,,,,,"Date of report","The date a non-submarine contact was reported.  Reference STANAG 3715.","Date","ASCII text",8,,,1998/04/02 0:00:00,"US",,"2.0A",,"Required to bring Non-Submarine Contacts into the VPF Arena.","US: Needs Reference to NSC STANAG for format.",,,,,,,,,,
"WDU",0,,,,,,,,,,,"Useable Width","The interior width of a feature that is useable by a vehicle, aircraft or watercraft located within that feature.  This would apply to such features as locks and aircraft bunkers which may have different exterior and interior dimensions.  A measurement of the shorter of the two linear axes.  For a square feature, measure either axis.  For a round feature, width shall be equal to LNU.","Numeric","Floating Point",1,,,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Needed to capture the width of the chamber of a lock and not the overall length of the lock including doors.  See also LNU for the other dimension.",,,,,,,,,,,
"WFL",0,,,,,,,,,,,"Waterfall Type","Indicates whether a waterfall is natural or artificial.","Coded","Short Integer",1,0.00,999.00,2002/04/24 0:00:00,"GE","FWP 08","2.2","New Attribute","MIGD Migration",,,,,,,,,,,
"WFT",0,,,,,,,,,,,"Well Feature Type","Type of well.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,,,"2.0",,,,,,,,,,,,,
"WGF",0,,,,,,,,,,,"Width in Feet","A measurement of the shorter of two linear axes.  For a square feature, measure either axis.  For a round feature, width shall be equal to LEN.  For a bridge, the width is the measurement perpendicular to the axis between the abutments.","Numeric","Floating Point",1,,,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"WGP",0,,,,,,,,,,,"Width with greater than 1 meter resolution","A measurement of the shorter of two linear axes.  For a square feature, measure either axis.  For a round feature, width shall be equal to LEN.  For a bridge, the width is the measurement perpendicular to the axis between the abutments.","Numeric","Floating Point",1,,,2000/08/04 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Required for terrain analysis and DTOP for those features requiring a greater width measurement resolution than 1 meter, such as culverts.  Replaced LGP (a FACS code) with YLN (a FACC code).","UK: YES
GE: YES
IT: YES",,,,,,,,,,
"WHW",0,,,,,,,,,,,"Width at Mean High Water","Width of water at Mean High Water (MHW).","Numeric","Floating Point",1,,,2002/04/24 0:00:00,"GE","FWP 08","2.2","New Attribute","MIGD Migration",,,,,,,,,,,
"WID",0,,,,,,,,,,,"Width","A measurement of the shorter of two linear axes.  For a square feature, measure either axis.  For a round feature, width shall be equal to LEN.  For a bridge, the width is the measurement perpendicular to the axis between the abutments.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WKT",0,,,,,,,,,,,"Wreck Type","Type of wreck as listed in Non Submarine Contacts list.  Reference STANAG 3715.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,"Required to incorporate Non-Submarine Contacts into the VPF arena.","US: Add Reference to STANAG #
IT concur, but suggests to subdivide the WK1 46 into three different code values for “Tender”, “Submarine”, “Airplane” and “Oil Rig”.  US disagrees - these codes are specified in the Non-submarine contacts STANAG and are already collected and stored in the NSC database that way.",,,,,,,,,,
"WLE",0,,,,,,,,,,,"Water Level Effect","Encodes the possible effects of the surrounding water.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,,,"2.0",,,,,,,,,,,,,
"WLO",0,,,,,,,,,,,"Visible Wreck or Hulk Configuration","Classifies how much of a wreck or hulk is showing above the water surface.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes
002 and 003 FR: Questions Masts only and Funnel Only
US: refers to what you see sticking out of the water, assists recognition.",,,,,,,,,,
"WLW",0,,,,,,,,,,,"Width at Mean Low Water","Width of water at Mean Low Water (MLW).","Numeric","Floating Point",1,,,2002/04/24 0:00:00,"GE","FWP 08","2.2","New Attribute","MIGD Migration",,,,,,,,,,,
"WMW",0,,,,,,,,,,,"Width at Mean Water","Width of water at Mean  Water.","Numeric","Floating Point",1,,,2002/04/24 0:00:00,"GE","FWP 08","2.2","New Attribute","MIGD Migration",,,,,,,,,,,
"WOC",0,,,,,,,,,,,"Width of Crest","Predominant distance across the crest of the dam, measured perpendicular to the centerline of its length along the crest.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"US",,"2.0A",,"Required for terrain analysis and DTOP for measurement across the actual crest of a dam, as opposed to the width of the highest or widest part of the structure.
",,,,,,,,,,,
"WPC",0,,,,,,,,,,,"Work in Progress Category","Type of work in progress.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WPI",0,,,,,,,,,,,"Port Index","Unique maritime port identifier.","Text","ASCII Text",24,,,1998/04/02 0:00:00,"US",,"2.0A",,"Required for DNC and FFD as well as S-57 mapping.
",,,,,,,,,,,
"WPT",0,,,,,,,,,,,"Waypoint Description Code","The name/type of a named waypoint","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WRK",0,,,,,,,,,,,"Wreck Classification","Tabulates types of wrecks.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WRN",0,,,,,,,,,,,"Wreck Number","A unique number identifying a wreck or other non-submarine contact.  Reference STANAG 3715.","Numeric","Long Integer",1,,,1998/04/02 0:00:00,"US",,"2.0A",,"Required to incorporate Non-Submarine Contacts into the VPF arena.
",,,,,,,,,,,
"WSC",0,,,,,,,,,,,"Waste/Scrap Type Category","Identifies type of waste/scrap within defined feature limits.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"WSR",0,,,,,,,,,,,"Source of report","The source of a reported non-submarine contact.  Reference STANAG 3715.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,"Required to incorporate Non-Submarine Contacts into the VPF arena.","US: Add Reference to STANAG #",,,,,,,,,,
"WST",0,,,,,,,,,,,"Watercourse Sink Type","The disposition of the source/sink of a watercourse.","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Created in order to harmonise FACC with EDCS and suggested by SEDRIS.  Based on ECDS: EA WATERCOURSE_SINK_TYPE",,,,,,,,,,,
"WT2",0,,,,,,,,,,,"Width of Second Traveled Way","Minimum width of a second traveled way implementing the shorter width distance, excluding hard pavements and shoulders (in decimetres).","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"US",,"2.0A",,"Required for terrain analysis and DTOP for measurement of the second traveled way on bridges with barriers..
",,,,,,,,,,,
